      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_SET
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
      0.00|EQ_START
